,Gênero musical favorito,Deseja gastar,Até quanto pretende gastar?,O quão longe gostaria de ir?,Gostaria de comer durante o passeio?,Qual o seu estado civil?,É religioso?,Tem filhos?,Gosta de esportes?,Quais esportes?,Torce para algum time?,Estilo de filme favorito:,Ponto de partida,Locais
256,6,TRUE,448,14,FALSE,1,FALSE,FALSE,TRUE,4,4,6,10,København
257,7,FALSE,295,84,FALSE,4,FALSE,TRUE,FALSE,4,1,3,84,København
258,6,TRUE,225,24,FALSE,4,FALSE,FALSE,TRUE,5,4,4,41,København
259,5,TRUE,205,23,TRUE,3,FALSE,FALSE,TRUE,2,3,7,68,København
260,4,FALSE,465,70,TRUE,4,FALSE,TRUE,FALSE,5,1,3,31,København
261,4,FALSE,73,29,FALSE,1,TRUE,TRUE,TRUE,2,2,4,11,København
262,1,FALSE,91,48,FALSE,2,TRUE,FALSE,TRUE,2,2,4,31,København
263,6,TRUE,25,72,FALSE,3,TRUE,FALSE,TRUE,1,4,6,38,København
264,3,TRUE,405,80,TRUE,2,TRUE,FALSE,FALSE,1,3,6,13,København
265,4,FALSE,410,29,TRUE,2,TRUE,TRUE,FALSE,4,1,1,17,København
266,6,FALSE,444,79,FALSE,1,FALSE,FALSE,TRUE,1,3,1,57,København
267,6,TRUE,351,58,TRUE,4,TRUE,FALSE,FALSE,3,4,5,27,København
268,3,FALSE,376,100,FALSE,1,FALSE,TRUE,TRUE,2,1,3,66,København
269,7,FALSE,107,18,FALSE,1,TRUE,FALSE,FALSE,1,1,5,71,København
270,1,FALSE,456,92,TRUE,3,FALSE,FALSE,TRUE,4,4,6,78,København
271,7,TRUE,479,52,FALSE,4,TRUE,TRUE,FALSE,1,1,3,83,København
272,6,TRUE,309,44,TRUE,1,FALSE,TRUE,TRUE,1,3,2,88,København
273,3,TRUE,185,60,TRUE,2,TRUE,TRUE,FALSE,2,3,5,94,København
274,4,FALSE,496,72,FALSE,3,FALSE,TRUE,TRUE,1,4,4,17,København
275,5,FALSE,463,85,TRUE,2,FALSE,FALSE,FALSE,5,2,3,47,København
276,1,TRUE,34,97,TRUE,3,TRUE,TRUE,TRUE,4,2,1,26,København
277,7,FALSE,417,6,FALSE,4,FALSE,FALSE,TRUE,2,4,4,64,København
278,1,FALSE,226,98,FALSE,2,TRUE,FALSE,FALSE,4,4,6,44,København
279,4,FALSE,485,52,FALSE,1,FALSE,TRUE,FALSE,3,4,7,10,København
280,5,FALSE,223,17,TRUE,1,TRUE,TRUE,TRUE,2,2,6,14,København
281,2,TRUE,373,86,FALSE,3,FALSE,TRUE,TRUE,3,1,2,68,København
282,2,TRUE,433,48,TRUE,2,TRUE,FALSE,FALSE,1,1,1,76,København
283,4,TRUE,147,27,FALSE,2,FALSE,FALSE,FALSE,2,2,4,76,København
284,5,TRUE,500,8,TRUE,3,FALSE,TRUE,TRUE,1,2,5,34,København
285,6,FALSE,236,28,TRUE,3,TRUE,FALSE,FALSE,5,3,6,86,København
286,7,FALSE,264,67,TRUE,1,FALSE,TRUE,FALSE,3,4,7,6,København
287,6,FALSE,396,25,TRUE,2,TRUE,FALSE,FALSE,2,1,5,91,København
288,5,FALSE,216,45,FALSE,4,TRUE,FALSE,TRUE,1,4,3,91,København
289,7,FALSE,255,89,FALSE,1,FALSE,TRUE,TRUE,1,3,1,26,København
290,4,FALSE,396,36,TRUE,4,TRUE,FALSE,TRUE,2,4,3,70,København
291,2,FALSE,239,36,FALSE,4,TRUE,FALSE,FALSE,2,3,6,70,København
292,6,FALSE,121,51,FALSE,4,FALSE,TRUE,TRUE,4,2,3,41,København
293,3,TRUE,198,48,TRUE,1,FALSE,TRUE,FALSE,3,1,1,14,København
294,1,FALSE,445,27,FALSE,1,TRUE,FALSE,TRUE,5,2,1,58,København
295,6,TRUE,135,79,FALSE,2,FALSE,FALSE,TRUE,1,2,3,76,København
296,1,TRUE,104,40,TRUE,1,TRUE,TRUE,FALSE,4,4,3,19,København
297,2,TRUE,130,65,FALSE,3,TRUE,FALSE,TRUE,3,1,5,42,København
298,6,FALSE,339,5,TRUE,3,TRUE,TRUE,TRUE,2,3,5,23,København
299,1,TRUE,292,50,FALSE,4,FALSE,TRUE,TRUE,2,3,6,42,København
300,6,TRUE,227,75,TRUE,2,TRUE,TRUE,TRUE,1,3,5,35,København
301,5,FALSE,469,98,FALSE,3,FALSE,FALSE,TRUE,1,2,6,30,København
302,6,TRUE,269,35,TRUE,4,FALSE,FALSE,TRUE,1,4,2,65,København
303,2,TRUE,129,21,TRUE,4,TRUE,FALSE,FALSE,1,1,7,46,København
304,5,TRUE,172,18,TRUE,1,TRUE,FALSE,FALSE,2,1,1,10,København
305,3,FALSE,458,6,TRUE,1,FALSE,TRUE,FALSE,5,4,6,35,København
306,2,FALSE,491,64,FALSE,4,FALSE,TRUE,TRUE,2,4,2,3,København
307,1,TRUE,316,81,FALSE,3,FALSE,TRUE,FALSE,2,3,6,60,København
308,4,TRUE,78,70,FALSE,2,TRUE,FALSE,FALSE,1,3,5,54,København
309,3,TRUE,89,45,TRUE,1,TRUE,FALSE,FALSE,1,3,1,27,København
310,6,TRUE,464,25,FALSE,3,FALSE,FALSE,FALSE,1,4,6,93,København
311,3,TRUE,82,95,TRUE,4,TRUE,TRUE,TRUE,1,4,4,74,København
312,7,TRUE,120,98,FALSE,1,TRUE,FALSE,FALSE,2,4,3,6,København
313,1,TRUE,223,96,FALSE,1,FALSE,FALSE,TRUE,2,4,6,5,København
314,3,TRUE,140,1,FALSE,1,FALSE,FALSE,FALSE,3,2,5,25,København
315,5,TRUE,230,41,FALSE,4,TRUE,FALSE,FALSE,1,3,4,5,København
316,7,FALSE,241,6,TRUE,3,TRUE,FALSE,FALSE,2,1,4,69,København
317,4,FALSE,59,15,FALSE,2,TRUE,FALSE,FALSE,1,1,6,90,København
318,3,FALSE,461,85,FALSE,4,FALSE,FALSE,FALSE,3,3,7,40,København
319,6,FALSE,90,16,TRUE,2,TRUE,TRUE,FALSE,1,1,2,9,København
320,3,TRUE,304,24,FALSE,2,TRUE,TRUE,FALSE,3,1,3,2,København
321,5,TRUE,432,21,TRUE,3,TRUE,FALSE,FALSE,2,4,3,57,København
322,5,FALSE,296,30,TRUE,2,TRUE,FALSE,TRUE,2,4,6,74,København
323,3,TRUE,279,98,TRUE,3,TRUE,FALSE,TRUE,1,4,7,42,København
324,2,FALSE,164,90,FALSE,4,FALSE,TRUE,FALSE,4,1,5,82,København
325,3,TRUE,353,95,FALSE,2,TRUE,TRUE,TRUE,5,3,6,95,København
326,4,FALSE,470,3,FALSE,1,FALSE,FALSE,FALSE,3,4,1,23,København
327,1,TRUE,94,45,FALSE,3,TRUE,FALSE,FALSE,1,4,4,28,København
328,6,TRUE,154,65,TRUE,2,TRUE,FALSE,FALSE,3,3,7,95,København
329,7,FALSE,387,52,FALSE,2,TRUE,TRUE,FALSE,4,2,2,96,København
330,6,TRUE,327,53,TRUE,2,TRUE,FALSE,FALSE,2,1,6,55,København
331,4,FALSE,166,72,FALSE,4,TRUE,FALSE,TRUE,1,3,4,76,København
332,6,FALSE,301,58,FALSE,3,FALSE,TRUE,TRUE,2,4,5,82,København
333,5,TRUE,456,71,TRUE,2,TRUE,TRUE,TRUE,1,1,6,83,København
334,5,FALSE,443,58,FALSE,1,FALSE,TRUE,TRUE,3,3,6,81,København
335,5,TRUE,167,30,TRUE,2,FALSE,FALSE,FALSE,3,2,7,89,København
336,5,FALSE,268,34,FALSE,2,FALSE,TRUE,FALSE,1,3,6,34,København
337,5,TRUE,98,95,TRUE,4,FALSE,TRUE,FALSE,2,2,1,79,København
338,7,TRUE,492,54,FALSE,3,TRUE,TRUE,TRUE,3,4,4,88,København
339,2,FALSE,470,50,TRUE,3,FALSE,TRUE,FALSE,4,2,1,36,København
340,5,TRUE,108,25,FALSE,3,TRUE,FALSE,FALSE,2,1,2,49,København
341,7,FALSE,21,20,FALSE,3,FALSE,FALSE,FALSE,1,4,6,9,København
342,3,FALSE,159,72,TRUE,2,TRUE,TRUE,FALSE,5,4,4,61,København
343,1,TRUE,456,84,FALSE,3,FALSE,FALSE,FALSE,3,3,7,28,København
344,2,FALSE,439,88,FALSE,2,FALSE,TRUE,TRUE,4,1,3,56,København
345,2,TRUE,316,55,FALSE,1,TRUE,TRUE,FALSE,5,2,4,41,København
346,1,FALSE,287,74,TRUE,3,FALSE,TRUE,TRUE,3,4,6,30,København
347,2,TRUE,415,62,FALSE,2,FALSE,FALSE,FALSE,4,1,7,36,København
348,2,FALSE,94,97,TRUE,4,TRUE,FALSE,FALSE,1,1,3,10,København
349,3,TRUE,383,11,TRUE,3,FALSE,FALSE,FALSE,4,2,4,89,København
350,1,FALSE,174,20,FALSE,4,TRUE,FALSE,FALSE,5,4,5,48,København
351,5,TRUE,430,16,FALSE,4,FALSE,TRUE,FALSE,5,1,6,14,København
352,6,TRUE,348,63,FALSE,2,TRUE,FALSE,FALSE,3,2,1,13,København
353,1,FALSE,142,35,FALSE,2,FALSE,FALSE,FALSE,3,4,5,45,København
354,6,TRUE,294,53,TRUE,1,TRUE,FALSE,FALSE,3,1,4,65,København
355,3,FALSE,160,11,TRUE,2,FALSE,TRUE,TRUE,2,1,5,10,København
356,3,FALSE,37,36,FALSE,2,TRUE,TRUE,FALSE,5,1,5,19,København
357,7,FALSE,168,93,TRUE,1,FALSE,FALSE,FALSE,4,2,7,60,København
358,4,TRUE,48,85,FALSE,2,FALSE,TRUE,FALSE,5,4,1,29,København
359,6,FALSE,265,68,FALSE,1,TRUE,FALSE,FALSE,1,1,1,23,København
360,3,TRUE,115,63,FALSE,3,TRUE,TRUE,TRUE,1,4,1,20,København
361,7,TRUE,316,55,TRUE,3,FALSE,FALSE,TRUE,5,4,4,71,København
362,7,TRUE,310,86,FALSE,4,TRUE,FALSE,FALSE,5,3,7,95,København
363,5,TRUE,158,18,FALSE,4,FALSE,TRUE,FALSE,5,4,3,96,København
364,7,FALSE,153,90,FALSE,4,TRUE,TRUE,TRUE,3,2,6,94,København
365,7,TRUE,325,15,TRUE,2,TRUE,FALSE,FALSE,3,3,6,30,København
366,4,FALSE,220,64,TRUE,4,FALSE,TRUE,FALSE,3,1,2,49,København
367,4,TRUE,358,81,TRUE,2,FALSE,FALSE,TRUE,2,3,5,24,København
368,3,FALSE,5,73,FALSE,1,TRUE,TRUE,FALSE,5,1,6,22,København
369,6,TRUE,355,61,FALSE,2,TRUE,TRUE,TRUE,3,3,1,73,København
370,4,TRUE,172,87,FALSE,1,TRUE,FALSE,FALSE,3,2,2,30,København
371,6,FALSE,430,72,TRUE,3,TRUE,TRUE,TRUE,1,3,1,10,København
372,1,TRUE,44,74,FALSE,3,TRUE,FALSE,FALSE,3,4,5,80,København
373,6,FALSE,347,28,FALSE,1,FALSE,TRUE,TRUE,2,2,7,36,København
374,6,TRUE,494,93,FALSE,4,TRUE,FALSE,TRUE,1,1,6,21,København
375,6,TRUE,125,21,TRUE,3,TRUE,FALSE,TRUE,2,1,3,56,København
376,6,TRUE,266,79,TRUE,4,TRUE,TRUE,FALSE,2,4,1,13,København
377,7,TRUE,383,76,TRUE,3,TRUE,FALSE,TRUE,4,2,1,60,København
378,7,FALSE,399,66,TRUE,3,TRUE,FALSE,TRUE,2,1,1,71,København
379,6,FALSE,125,50,FALSE,1,TRUE,FALSE,FALSE,3,3,6,39,København
380,2,FALSE,188,94,FALSE,4,FALSE,TRUE,TRUE,1,3,6,52,København
381,6,FALSE,6,36,FALSE,1,TRUE,FALSE,TRUE,3,1,6,32,København
382,6,FALSE,106,81,FALSE,3,FALSE,TRUE,TRUE,5,4,2,82,København
383,6,FALSE,458,91,TRUE,4,FALSE,FALSE,FALSE,1,4,3,1,København
384,2,FALSE,297,38,TRUE,2,TRUE,TRUE,FALSE,1,3,3,12,København
385,3,TRUE,81,100,TRUE,3,TRUE,TRUE,TRUE,2,3,6,73,København
386,7,FALSE,94,1,FALSE,1,TRUE,FALSE,FALSE,3,1,7,35,København
387,1,FALSE,225,27,TRUE,1,TRUE,FALSE,TRUE,3,2,5,73,København
388,4,TRUE,234,20,FALSE,1,TRUE,FALSE,TRUE,3,4,7,19,København
389,2,FALSE,357,81,FALSE,3,TRUE,FALSE,FALSE,1,2,4,27,København
390,4,TRUE,206,44,TRUE,2,FALSE,FALSE,TRUE,4,4,3,78,København
391,5,FALSE,104,77,TRUE,3,TRUE,FALSE,TRUE,4,1,7,5,København
392,7,TRUE,279,80,FALSE,3,TRUE,TRUE,FALSE,3,3,7,100,København
393,1,TRUE,295,48,TRUE,3,TRUE,TRUE,TRUE,4,3,7,39,København
394,7,TRUE,222,96,FALSE,4,TRUE,FALSE,FALSE,2,4,3,37,København
395,6,TRUE,453,68,TRUE,3,FALSE,FALSE,TRUE,1,1,5,27,København
396,3,TRUE,187,21,FALSE,1,FALSE,FALSE,FALSE,2,3,2,26,København
397,4,TRUE,345,29,FALSE,2,TRUE,FALSE,FALSE,2,1,1,68,København
398,2,FALSE,428,1,FALSE,4,FALSE,TRUE,TRUE,5,3,2,35,København
399,1,FALSE,144,68,FALSE,4,FALSE,TRUE,TRUE,5,3,3,74,København
400,5,FALSE,128,19,FALSE,2,FALSE,TRUE,TRUE,4,1,4,71,København
401,4,FALSE,257,20,TRUE,3,TRUE,FALSE,FALSE,5,3,3,82,København
402,3,FALSE,491,52,FALSE,3,TRUE,FALSE,FALSE,5,1,3,58,København
403,6,TRUE,267,74,FALSE,4,TRUE,TRUE,FALSE,2,3,2,42,København
404,1,FALSE,224,6,FALSE,4,FALSE,FALSE,FALSE,2,3,4,39,København
405,6,FALSE,475,82,FALSE,1,FALSE,FALSE,TRUE,2,1,5,83,København
406,7,FALSE,333,1,TRUE,1,TRUE,TRUE,TRUE,2,3,7,11,København
407,2,TRUE,340,66,TRUE,4,FALSE,FALSE,TRUE,5,4,5,85,København
408,7,TRUE,327,16,TRUE,1,TRUE,TRUE,TRUE,1,3,3,98,København
409,2,FALSE,367,38,TRUE,2,TRUE,TRUE,FALSE,3,2,2,49,København
410,7,TRUE,188,64,FALSE,4,FALSE,FALSE,TRUE,4,4,3,6,København
411,6,FALSE,217,35,FALSE,4,FALSE,FALSE,TRUE,2,4,5,88,København
412,5,FALSE,188,16,TRUE,1,FALSE,TRUE,TRUE,2,1,1,40,København
413,6,FALSE,209,57,FALSE,1,TRUE,FALSE,TRUE,5,1,6,5,København
414,7,FALSE,108,90,FALSE,3,FALSE,TRUE,TRUE,1,4,7,63,København
415,7,FALSE,65,47,TRUE,1,TRUE,FALSE,TRUE,4,3,6,82,København
416,7,TRUE,428,95,FALSE,4,TRUE,TRUE,FALSE,5,2,7,89,København
417,4,TRUE,335,64,FALSE,3,FALSE,FALSE,TRUE,2,1,2,85,København
418,1,FALSE,286,42,FALSE,3,TRUE,FALSE,FALSE,3,1,2,93,København
419,3,TRUE,119,83,TRUE,2,FALSE,FALSE,FALSE,4,1,6,66,København
420,3,FALSE,315,99,TRUE,4,FALSE,FALSE,FALSE,1,1,7,9,København
421,4,FALSE,363,100,FALSE,3,TRUE,FALSE,TRUE,1,4,7,88,København
422,1,FALSE,34,7,TRUE,3,FALSE,FALSE,TRUE,5,2,5,97,København
423,5,TRUE,215,80,FALSE,2,TRUE,FALSE,FALSE,3,3,2,9,København
424,7,FALSE,83,80,TRUE,1,FALSE,TRUE,FALSE,1,3,2,9,København
425,1,FALSE,373,89,TRUE,4,FALSE,TRUE,TRUE,5,1,3,13,København
426,6,FALSE,306,39,TRUE,2,FALSE,TRUE,TRUE,2,4,1,49,København
427,3,TRUE,182,73,TRUE,2,FALSE,FALSE,TRUE,1,1,5,84,København
428,6,TRUE,240,69,TRUE,2,FALSE,FALSE,TRUE,5,2,2,14,København
429,5,FALSE,51,10,FALSE,4,FALSE,FALSE,FALSE,3,3,4,41,København
430,3,TRUE,406,77,FALSE,3,FALSE,TRUE,TRUE,3,2,4,36,København
431,5,FALSE,205,76,FALSE,3,TRUE,TRUE,TRUE,3,4,4,21,København
432,1,TRUE,159,81,TRUE,1,FALSE,FALSE,FALSE,1,1,2,27,København
433,1,FALSE,219,71,TRUE,1,TRUE,FALSE,FALSE,4,3,2,32,København
434,1,FALSE,139,38,FALSE,3,TRUE,TRUE,FALSE,2,1,6,91,København
435,3,TRUE,169,68,TRUE,3,FALSE,FALSE,TRUE,5,1,2,3,København
436,2,TRUE,211,5,FALSE,3,FALSE,TRUE,TRUE,1,4,2,60,København
437,6,FALSE,50,44,TRUE,4,FALSE,TRUE,TRUE,1,2,3,65,København
438,6,TRUE,63,12,TRUE,3,FALSE,TRUE,TRUE,5,2,6,16,København
439,4,TRUE,91,11,TRUE,4,FALSE,FALSE,FALSE,2,1,2,54,København
440,3,FALSE,498,96,FALSE,2,TRUE,TRUE,FALSE,1,1,3,90,København
441,3,TRUE,413,63,FALSE,1,TRUE,TRUE,TRUE,5,1,6,74,København
442,5,TRUE,417,26,FALSE,3,FALSE,FALSE,FALSE,4,4,6,1,København
443,6,TRUE,5,42,FALSE,3,TRUE,TRUE,FALSE,2,1,1,59,København
444,6,TRUE,332,14,FALSE,4,TRUE,TRUE,FALSE,1,4,2,70,København
445,7,TRUE,27,26,TRUE,3,TRUE,FALSE,TRUE,1,2,4,12,København
446,7,TRUE,185,69,FALSE,4,FALSE,FALSE,FALSE,4,3,5,2,København
447,1,TRUE,309,38,TRUE,3,FALSE,TRUE,TRUE,4,2,3,78,København
448,3,FALSE,485,33,TRUE,3,FALSE,TRUE,TRUE,1,1,4,22,København
449,5,TRUE,379,11,FALSE,3,FALSE,TRUE,TRUE,5,1,4,11,København
450,6,TRUE,41,37,TRUE,1,FALSE,TRUE,FALSE,2,1,2,29,København
451,4,TRUE,176,16,FALSE,1,TRUE,TRUE,TRUE,3,4,6,40,København
452,2,FALSE,432,66,TRUE,3,TRUE,TRUE,FALSE,3,2,3,52,København
453,6,TRUE,215,61,FALSE,4,FALSE,TRUE,TRUE,5,3,7,100,København
454,1,FALSE,338,96,FALSE,4,FALSE,TRUE,TRUE,5,2,5,20,København
455,5,FALSE,251,98,FALSE,3,FALSE,TRUE,TRUE,5,4,3,3,København
456,3,FALSE,310,15,TRUE,1,TRUE,FALSE,TRUE,4,1,4,73,København
457,1,FALSE,24,97,TRUE,4,TRUE,TRUE,FALSE,4,3,3,69,København
458,4,FALSE,106,94,FALSE,3,TRUE,FALSE,TRUE,5,2,2,86,København
459,6,TRUE,37,87,TRUE,1,FALSE,TRUE,FALSE,1,3,4,36,København
460,7,TRUE,22,63,TRUE,3,TRUE,TRUE,FALSE,4,2,2,69,København
461,6,TRUE,368,98,TRUE,4,TRUE,TRUE,TRUE,1,1,7,65,København
462,2,FALSE,134,14,FALSE,2,FALSE,TRUE,TRUE,3,4,2,49,København
463,2,TRUE,342,82,TRUE,1,FALSE,FALSE,TRUE,1,4,6,6,København
464,2,FALSE,381,71,FALSE,2,TRUE,TRUE,FALSE,5,2,5,33,København
465,6,FALSE,451,42,FALSE,3,FALSE,TRUE,FALSE,2,1,4,88,København
466,2,FALSE,418,66,FALSE,4,FALSE,TRUE,FALSE,2,3,5,96,København
467,6,FALSE,320,31,TRUE,3,FALSE,FALSE,FALSE,2,1,6,43,København
468,3,FALSE,89,14,TRUE,1,FALSE,TRUE,TRUE,1,3,4,19,København
469,5,FALSE,355,46,TRUE,2,TRUE,TRUE,TRUE,5,3,6,100,København
470,3,FALSE,199,92,FALSE,4,FALSE,TRUE,FALSE,5,3,6,50,København
471,2,FALSE,375,56,FALSE,2,TRUE,FALSE,FALSE,3,2,3,6,København
472,7,TRUE,344,37,FALSE,1,FALSE,FALSE,FALSE,5,1,6,71,København
473,4,FALSE,362,40,TRUE,1,TRUE,TRUE,TRUE,1,3,5,22,København
474,1,FALSE,4,2,TRUE,4,FALSE,TRUE,TRUE,4,1,4,35,København
475,2,TRUE,188,20,FALSE,3,TRUE,TRUE,FALSE,1,3,3,58,København
476,6,FALSE,249,87,FALSE,4,FALSE,FALSE,TRUE,1,4,1,31,København
477,3,TRUE,301,93,TRUE,2,TRUE,FALSE,FALSE,3,3,6,56,København
478,4,TRUE,105,52,FALSE,3,FALSE,TRUE,FALSE,3,4,7,79,København
479,5,FALSE,375,20,TRUE,1,FALSE,TRUE,TRUE,4,2,5,80,København
480,2,FALSE,70,95,TRUE,3,TRUE,FALSE,TRUE,3,3,6,86,København
481,2,FALSE,496,66,TRUE,1,TRUE,FALSE,FALSE,4,1,5,30,København
482,5,TRUE,276,26,TRUE,2,FALSE,TRUE,FALSE,3,1,1,75,København
483,3,FALSE,64,85,FALSE,3,TRUE,TRUE,TRUE,3,1,3,30,København
484,6,TRUE,216,59,TRUE,1,FALSE,FALSE,FALSE,5,2,2,89,København
485,5,FALSE,162,85,FALSE,1,TRUE,TRUE,FALSE,4,1,4,77,København
486,1,FALSE,458,37,FALSE,2,TRUE,FALSE,FALSE,1,3,7,57,København
487,6,FALSE,358,91,TRUE,2,TRUE,TRUE,TRUE,4,2,5,71,København
488,7,TRUE,39,85,TRUE,3,TRUE,TRUE,TRUE,5,4,3,25,København
489,4,TRUE,99,33,FALSE,4,TRUE,TRUE,FALSE,3,4,2,6,København
490,5,FALSE,170,19,FALSE,4,FALSE,TRUE,TRUE,4,1,3,49,København
491,3,TRUE,458,45,TRUE,2,FALSE,FALSE,TRUE,3,2,6,57,København
492,2,TRUE,92,22,TRUE,2,TRUE,FALSE,TRUE,5,2,4,36,København
493,6,FALSE,208,78,FALSE,4,FALSE,TRUE,TRUE,2,4,2,31,København
494,3,FALSE,6,91,TRUE,3,TRUE,TRUE,TRUE,1,4,5,27,København
495,7,TRUE,204,97,TRUE,2,FALSE,FALSE,TRUE,1,2,3,78,København
496,3,TRUE,480,81,TRUE,3,TRUE,FALSE,FALSE,2,1,5,55,København
497,1,TRUE,200,26,TRUE,1,TRUE,FALSE,FALSE,3,1,3,57,København
498,4,FALSE,315,97,TRUE,4,FALSE,TRUE,FALSE,3,2,1,69,København
499,1,TRUE,375,22,TRUE,3,TRUE,FALSE,TRUE,1,2,4,26,København
500,4,TRUE,38,31,FALSE,3,FALSE,FALSE,TRUE,5,1,6,36,København
501,4,FALSE,226,52,TRUE,3,TRUE,TRUE,FALSE,5,4,6,86,København
502,3,TRUE,188,95,TRUE,1,FALSE,TRUE,FALSE,3,4,7,33,København
503,7,TRUE,429,24,TRUE,4,FALSE,TRUE,FALSE,1,3,3,90,København
504,3,FALSE,190,81,TRUE,4,TRUE,TRUE,TRUE,3,1,3,49,København
505,7,FALSE,191,98,TRUE,4,FALSE,TRUE,FALSE,5,2,7,38,København
506,6,TRUE,110,44,TRUE,4,TRUE,FALSE,FALSE,1,1,1,38,København
507,1,FALSE,275,33,FALSE,3,TRUE,FALSE,TRUE,4,2,3,66,København
508,1,FALSE,176,61,TRUE,3,FALSE,TRUE,FALSE,5,1,4,9,København
509,5,FALSE,56,37,TRUE,3,TRUE,FALSE,TRUE,1,2,1,46,København
510,6,TRUE,434,50,TRUE,3,FALSE,TRUE,TRUE,4,1,4,14,København
511,3,FALSE,483,45,FALSE,2,FALSE,FALSE,TRUE,4,3,5,70,København
512,2,FALSE,297,100,TRUE,1,TRUE,FALSE,FALSE,3,1,5,38,København
513,5,FALSE,165,91,TRUE,3,FALSE,TRUE,TRUE,5,3,6,73,København
514,1,FALSE,152,64,FALSE,1,FALSE,TRUE,FALSE,2,1,2,41,København
515,5,FALSE,429,85,TRUE,2,TRUE,TRUE,FALSE,2,1,7,76,København
516,3,FALSE,481,48,FALSE,2,TRUE,TRUE,TRUE,1,1,5,99,København
517,5,FALSE,477,19,TRUE,2,FALSE,FALSE,FALSE,3,4,6,8,København
518,5,TRUE,161,50,FALSE,2,TRUE,TRUE,FALSE,5,4,2,75,København
519,7,FALSE,255,64,FALSE,1,FALSE,FALSE,FALSE,1,2,2,9,København
520,4,TRUE,357,47,FALSE,1,TRUE,TRUE,TRUE,1,3,5,75,København
521,5,FALSE,496,53,FALSE,3,TRUE,TRUE,FALSE,3,3,2,85,København
522,5,FALSE,428,32,TRUE,2,TRUE,FALSE,TRUE,5,3,2,84,København
523,2,TRUE,341,39,FALSE,3,TRUE,TRUE,TRUE,5,3,7,95,København
524,4,TRUE,486,65,TRUE,2,TRUE,TRUE,FALSE,5,3,2,81,København
525,6,FALSE,367,4,FALSE,2,FALSE,TRUE,TRUE,4,4,7,60,København
526,3,FALSE,479,17,TRUE,2,TRUE,TRUE,FALSE,2,2,5,83,København
527,6,TRUE,213,26,TRUE,3,TRUE,TRUE,FALSE,4,1,3,25,København
528,4,FALSE,96,49,FALSE,4,TRUE,TRUE,TRUE,4,3,5,1,København
529,7,FALSE,196,50,FALSE,4,TRUE,FALSE,TRUE,5,1,6,37,København
530,6,TRUE,339,91,FALSE,1,TRUE,TRUE,TRUE,2,2,4,68,København
531,5,TRUE,414,91,FALSE,2,FALSE,FALSE,TRUE,1,2,6,8,København
532,7,FALSE,215,59,FALSE,1,TRUE,FALSE,TRUE,4,1,2,87,København
533,3,TRUE,409,73,FALSE,3,TRUE,TRUE,FALSE,3,1,1,97,København
534,2,TRUE,79,57,TRUE,1,TRUE,FALSE,FALSE,2,3,2,76,København
535,5,TRUE,227,74,TRUE,2,FALSE,TRUE,TRUE,3,4,3,83,København
536,3,TRUE,44,39,TRUE,1,TRUE,FALSE,TRUE,3,4,6,4,København
537,3,FALSE,176,31,FALSE,2,TRUE,TRUE,FALSE,5,3,1,22,København
538,2,TRUE,221,71,FALSE,4,TRUE,FALSE,FALSE,3,1,1,31,København
539,1,FALSE,331,47,FALSE,4,TRUE,FALSE,FALSE,2,3,2,32,København
540,2,FALSE,184,31,FALSE,2,FALSE,TRUE,FALSE,5,3,5,4,København
541,5,FALSE,308,48,FALSE,3,TRUE,FALSE,FALSE,5,1,2,62,København
542,5,TRUE,192,25,TRUE,3,FALSE,FALSE,FALSE,1,1,4,21,København
543,5,TRUE,190,56,TRUE,1,TRUE,TRUE,FALSE,2,3,6,94,København
544,5,FALSE,110,100,TRUE,2,TRUE,FALSE,FALSE,3,3,6,5,København
545,4,TRUE,23,93,TRUE,2,TRUE,FALSE,TRUE,4,2,4,36,København
546,3,FALSE,85,38,FALSE,3,TRUE,TRUE,FALSE,4,2,5,12,København
547,2,FALSE,432,72,TRUE,4,TRUE,TRUE,FALSE,1,3,4,27,København
548,5,TRUE,66,48,FALSE,3,TRUE,FALSE,FALSE,1,4,7,58,København
549,7,TRUE,158,31,FALSE,4,FALSE,TRUE,FALSE,4,2,4,40,København
550,2,TRUE,199,39,TRUE,3,TRUE,FALSE,FALSE,2,1,2,10,København
551,1,FALSE,378,74,TRUE,2,FALSE,FALSE,FALSE,4,4,1,93,København
552,3,TRUE,119,7,TRUE,1,FALSE,FALSE,FALSE,3,3,4,43,København
553,7,FALSE,36,59,FALSE,1,TRUE,FALSE,TRUE,3,3,3,12,København
554,7,TRUE,111,41,FALSE,4,TRUE,TRUE,FALSE,3,2,5,85,København
555,6,FALSE,37,3,TRUE,3,FALSE,FALSE,FALSE,1,4,1,84,København
556,7,FALSE,131,7,TRUE,3,FALSE,FALSE,FALSE,3,3,2,84,København
557,3,FALSE,48,38,FALSE,4,FALSE,TRUE,FALSE,2,4,4,71,København
558,3,TRUE,159,79,TRUE,2,TRUE,FALSE,TRUE,2,2,5,11,København
559,6,FALSE,48,15,FALSE,3,TRUE,FALSE,FALSE,5,4,5,33,København
560,7,TRUE,471,11,TRUE,4,TRUE,FALSE,TRUE,5,4,3,54,København
561,2,FALSE,98,63,FALSE,4,TRUE,FALSE,FALSE,3,3,6,54,København
562,4,FALSE,304,64,TRUE,1,FALSE,FALSE,TRUE,4,1,4,68,København
563,4,FALSE,442,59,TRUE,3,FALSE,FALSE,TRUE,3,4,2,45,København
